Game Title	Year Published	Question Category	Difficulty (easy, medium, hard, children)	Type (true or false, multiple choice)	Value (points)	Question	Correct	Incorrect 1	Incorrect 2	Incorrect 3
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Isaiah prophesied that the Lord would "lift up an ensign to the nations." What is an ensign?	A banner or flag	Book	Staff	Torch
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	Who said, "Yea,a commandment I give unto you that ye search these things diligently; for great are the words of Isaiah."	Savior	President Kimball	Joseph Smith	Nephi
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	How many pages of the Book of Mormon were lost by Martin Harris?	116	88	226	140
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Enos said the Nephites were a stiffnecked people who wer olny moved by exeeding harshness and great plainness of ______.	Speech	Dress	Character	Conscience
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	The book of Omni is 30 verses long and covers approximately how many years?	200	800	400	600
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	The small plates of Nephi covered approximately which time period?	600-200 BC	400-300 BC	600-400 BC	800-300 BC
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	What did King Benjamin do when he realized that not all people could hear his words?	Erected a tower	Spoke to smaller groups	Talked louder	Spoke to their tribes
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	What wicked city did Lot live in after he was captured?	Sodom	Jerusalem	Canaan	Ur
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Who tried to kill king Noah?	Gideon	Alma	Abinadi	Nephi
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	How long did Alma the younger lay without moving?	2 days	5 days	1 day	3 days
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	My soul ______ in the scriptures and my heart pondereth them.	Delighteth	Rejoiceth	Learns	Speaketh
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	In Jesus' parable, what did the man sell his belongings for?	A precious pearl	Oil	A lamp	Seed
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Who did Jesus dine with after his resurrection?	His disciples	Mary Magdalene	His mother Mary	His accusers
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Who went to Pilate and asked for the body of Jesus?	Joseph of Arimathaea	Mary Magdalene	Nicodemus	Simon Peter
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	Who brought spices to the tomb and helped wrap the body of Jesus?	Nicodemus	Joseph of Arimathaea	Thomas	Mary Magdalene
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	In all labour there is ______.	Profit	Joy	Trial	Suffering
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Who did the Lord covenant with that his posterity would inherit the Land of Canaan?	Abraham	Moses	King Mosiah	Lehi
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	According to D&C 34, preaching the gospel through the missionary effort prepares the way for ______.	The Second Coming	The Holy Ghost	Miracles	Baptism
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Repent, repent, and prepare ye the way of the Lord, and make His paths straight for the kingdom of heaven ______.	Is at hand	is called forth	Cometh	Reigneth
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Many signs, plagues and desolations will precede ______.	The Second Coming	The final judgement	The last resurrection	Wars and rumors of wars
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Baptism is a new and everlasting ______.	Covenant	Law	Work	Commandment
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	Where do we find the duties of elders, priests, teachers, and deacons summarized?	D&C 20:38-67	John 3:13	Moroni 3:5	D&C 89
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Verily, verily I say unto thee, except a man be born of water and of ______ he cannot enter into the kingdom of God.	The spirit	The Holy Ghost	Mother	Blood
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	The word of God is compared to a seed, and if it be a good seed and the word is good, it beginneth to ______ within your breast.	Swell	Grow	Burn	Strengthen
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	Which president of the church recieved the revelation extending the priesthood to all worthy male members?	Spencer W. Kimball	Joseph Fielding Smith	David O. McKay	Ezra Taft Benson
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	Where do we read of the prophecies of the Savior's ministry among the Nephites?	2 Nephi	Alma	Omni	Helaman
Who Wants to Be a Celestial Heir?	2000	6	Medium	Multiple Choice	N/A	Lehi lived during the reign of _______, King of Judah	Zedekiah	Jeremiah	Mulek	David
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	What Book of Mormon King established judges to rule in his stead?	Mosiah	Noah	Limhi	Amaron
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Who baptized Limhi and all his people?	Alma	Ammon	Mosiah	Amulek
Who Wants to Be a Celestial Heir?	2000	6	Easy	Multiple Choice	N/A	Jacob quotes a prophet not found in the Bible. His name was ______.	Zenos	Enos	Zedekiah	Samuel
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	What king had a dream about a stone cut from the mountain without hands?	King Nebuchadnezzar	King Noah	Solomon	Herod
Who Wants to Be a Celestial Heir?	2000	7	Hard	Multiple Choice	N/A	Who was not born in Salt Lake City	Dallin H.Oaks	Gordon B. Hinckley	M. Russell Ballard	Thomas S. Monson
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	What things bear record of God?	All things	The earth	The heavens	Mankind
Who Wants to Be a Celestial Heir?	2000	7	Hard	Multiple Choice	N/A	The division of the house of Israel into two kingdoms occured approximately what year?	925 BC	1400 BC	600 BC	428 BC
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	How many chapters are in the Book of Isaiah?	66	33	14	80
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	In what year was Joseph Smith martyred?	1844	1850	1838	1840
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Specifically, why did Jacob's people love Nephi exceedingly?	He labored to serve them	He was gentle	He was very handsome	He was kind to children
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	We are told that in the last days every man who will not take up the sword against his neighbor must flee to ______.	Zion	The New Jerusalem	The West	The Rocky Mountains
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	Which king did Ammon serve?	Lamoni	Benjamin	Omni	Zeniff
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Alma was a descendant of which of Lehi's sons?	Nephi	Jacob	Laman	Sam
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	The Book of Mormon contains words written by descendants of ______	Joseph	Moses	Joshua	Job
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Where was the world's oldest known copy of Isaiah, dating back to 200 BC, discovered?	Dead sea scrolls	Walls of the temple	Ark of the covenant	Mount Sinai
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	After Enos learned that his sins were forgiven, who did he pray for?	the Nephites	His wife	His family	The gentiles
Who Wants to Be a Celestial Heir?	2000	7	Hard	Multiple Choice	N/A	He that keepeth the law ______.	Happy is he	Is a saint	Joyful is he	Is thankful
Who Wants to Be a Celestial Heir?	2000	7	Hard	Multiple Choice	N/A	Which of the following did not attend BYU?	James E. Faust	Dallin H. Oaks	Thomas S. Monson	Boyd K. Packer
Who Wants to Be a Celestial Heir?	2000	7	Hard	Multiple Choice	N/A	Who was the first Church leader to drive a car while president of the Church?	Joseph F. Smith	Heber J. Grant	George Albert Smith	Lorenzo Snow
Who Wants to Be a Celestial Heir?	2000	7	Hard	Multiple Choice	N/A	What was the hilt of Laban's sword made of?	Gold	Leather	Precious steel	Brass
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Govern your house in ______ and be steadfast.	Meekness	Prayer	Honesty	The light
Who Wants to Be a Celestial Heir?	2000	7	Hard	Multiple Choice	N/A	One of the three witnesses to the Book of Mormon was ______.	David Whitmer	Brigham Young	Samuel H. Smith	Peter Johnson
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	Who got thrown into the lion's den?	Daniel	Cyrus	Darius	Elijah
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	What weapon killed Goliath?	Sling & rock	Sword	Bow & arrow	Spear
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	Who wore the coat of many colors?	Joseph	Judah	Jacob	Reuben
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	What was Abram's name changed to?	Abraham	Damascus	Eliezer	Lot
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	Fill in the blank. "And ______ without number have I created."	Worlds	Families	Pizzas	People
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	All men must repent or ______.	Suffer	Cry	Feel joy	Feel pain
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	The saints are to obey the laws of the ______.	Land	Society	Kingdom	World
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	For this day is a day of ______ and not a day of many words. For I, the Lord, am not to be mocked in the last days.	Warning	Judgement	Silence	Preparation
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Who was Mulek's father?	Zedekiah	Ishmael	Zoram	Hagoth
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	Who abridged the records of Ether?	Moroni	Mormon	Enos	Jacob
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	Who was Ruth's mother in law?	Naomi	Esther	Sariah	Abimilah
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Which is the fifth commandment?	Honour thy father and thy mother	Thou shalt not kill	Thou shalt not steal	Thou shalt not bear false witness
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	According to the D&C discussion of the degrees of glory in section 76, sons of perdition suffer eternal ______.	Damnation	Torment	Misery	Self pity
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	The Lord has ordained meat for the use of man with thanksgiving; nevertheless, it is to be used ______.	Sparingly	In the season thereof	With prudence	Daily
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	The ninth article of faith ends with, "many great and important things pertaining to the _______."	Kingdom of God	Lost ten tribes	Gospel in the latter-days	Gathering of Israel
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	In what book of the Old Testament do we read about the 10 Commandments?	Exodus	Genesis	Numbers	Deuteronomy
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	Which is not a book in the Book of Mormon?	Enoch	Jacob	Jarom	Helaman
Who Wants to Be a Celestial Heir?	2000	7	Hard	Multiple Choice	N/A	Which president of the church re-emphasized the law of tithing and got the church out of debt?	Lorenzo Snow	John Taylor	Brigham Young	Heber J. Grant
Who Wants to Be a Celestial Heir?	2000	7	Hard	Multiple Choice	N/A	Before the earth can be resurrected as a celestial sphere of glass and fire, what change must it yet pass through/	Death	Birth	The firmament	Immaterial matter
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	During the resurrection, what is swallowed up in victory?	Death	Our sins	Evil	The body
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	The glory of God is intelligence, or in other words _______.	Light and truth	A fullness of joy	Grace for grace	Wisdom
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	When Amulek was speaking with Zeezrom he said, "Ye cannot be saved in your ______."	Sins	Iniquity	Ignorance	Weaknesses
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Lehi was a descendant of Joseph who was sold into Egypt through ______.	Manasseh	Ezekiel	Elijah	Ephraim
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Omni, the Book of Mormon writer, recieved the records from his father ______.	Jarom	Amaleki	Chemish	Enos
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	There came among the Nephites a man claiming that Jacob had committed blasphemy by teaching of Christ. What was his name?	Sherem	Amulek	Zeezrom	Korihor
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	In the Book of Mormon Nephi quoted a large portion from the book of ______.	Isaiah	Ezekial	Daniel	Jeremiah
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Who was the eighth prophet of the Church?	George Albert Smith	Heber J. Grant	David O. Mckay	Joseph Fielding Smith
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	For they have killed the prophets, and them that were sent unto them that were sent unto them; and they have shed innocent blood, which crieth from the ______ against them.	Ground	Dust	Heart	Tomb
Who Wants to Be a Celestial Heir?	2000	7	Easy	Multiple Choice	N/A	... he that will not bear chastisement is not worthy of my ______.	Kingdom	Atonement	Love	Glory
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	What is the great promise at the end of the Word of Wisdom in D&C in 89:21?	The destroying angel shall pass them by	They will have peace	Great riches	Plenty to eat
Who Wants to Be a Celestial Heir?	2000	7	Medium	Multiple Choice	N/A	Who was the seventh president of the Church?	Heber J. Grant	Gordon B. Hinckley	Joseph F. Smith	Lorenzo Snow
Who Wants to Be a Celestial Heir?	2000	8	Medium	Multiple Choice	N/A	When Nephi was trying to convince his brothers to return to Jerusalem to get the plates from Laban, he said "Let us be strong like unto ______."	Moses	Ammon	David	Samson
Who Wants to Be a Celestial Heir?	2000	8	Medium	Multiple Choice	N/A	Who led a group of people out of the Zarahemla to possess the land of Lehi-Nephi?	Zeniff	Mosiah	Ammon	Limhi
Who Wants to Be a Celestial Heir?	2000	8	Medium	Multiple Choice	N/A	Who was the ninth prophet of the church?	David O. McKay	Heber J. Grant	Joseph F. Smith	Harold B. Lee
Who Wants to Be a Celestial Heir?	2000	8	Medium	Multiple Choice	N/A	Mark 8:1-9 tells of Jesus doing what?	Feeding 400	Turning water into wine	Dying on the cross	Ascending to heaven
Who Wants to Be a Celestial Heir?	2000	8	Medium	Multiple Choice	N/A	For God so loved the world that he gave his only begotten Son, that whosoever believeth in him should not perish, but have ______.	Everlasting life	Joy everlasting	-	-
Who Wants to Be a Celestial Heir?	2000	8	Medium	Multiple Choice	N/A	Draw near unto me and I will draw near unto you: seek me diligently and ye shall ______.	Find me	Know me	Have eternal life	Recieve me
Who Wants to Be a Celestial Heir?	2000	8	Medium	Multiple Choice	N/A	Who was the fifteenth president of the church?	Gordon B. Hinckley	David O. McKay	Howard W. Hunter	Spencer W. Kimball
Who Wants to Be a Celestial Heir?	2000	8	Hard	Multiple Choice	N/A	Desest means bee. What woman's name also means bee?	Deborah	Delilah	Naomi	Esther
Who Wants to Be a Celestial Heir?	2000	8	Medium	Multiple Choice	N/A	If thou art sorrowful call on the Lord thy God with supplication that your souls may be ______.	Joyful	Uplifted	Saved	Merry
Who Wants to Be a Celestial Heir?	2000	8	Medium	Multiple Choice	N/A	If thou art merry praise the Lord with singing, with music, with dancing, and with a prayer of praise and ______.	Thanksgiving	Glory	Joy	Supplication
